Starting optimized exp2_v1_aug training at Tue Oct  7 04:33:26 AM +07 2025
Job ID: 30519
GPU: 0
Python 3.10.12
PyTorch: 2.5.1+cu121, CUDA: False
Transformers: 4.57.0
=== Running EXP2 V1 AUG with optimized settings ===
{'loss': 18.0116, 'grad_norm': 80.2841567993164, 'learning_rate': 3.8e-07, 'epoch': 0.03}
{'loss': 2.6994, 'grad_norm': 7.776823997497559, 'learning_rate': 4.928213689482471e-06, 'epoch': 2.89}
{'loss': 2.7606, 'grad_norm': 8.792134284973145, 'learning_rate': 4.861435726210351e-06, 'epoch': 2.92}
{'loss': 2.6397, 'grad_norm': 7.647167205810547, 'learning_rate': 4.79465776293823e-06, 'epoch': 2.95}
{'loss': 2.6963, 'grad_norm': 7.736841678619385, 'learning_rate': 4.727879799666111e-06, 'epoch': 2.98}
{'loss': 2.6946, 'grad_norm': 9.087363243103027, 'learning_rate': 4.66110183639399e-06, 'epoch': 3.0}
{'loss': 2.7672, 'grad_norm': 7.345276355743408, 'learning_rate': 4.59432387312187e-06, 'epoch': 3.03}
{'loss': 2.6611, 'grad_norm': 7.522069931030273, 'learning_rate': 4.52754590984975e-06, 'epoch': 3.06}
{'loss': 2.6806, 'grad_norm': 7.012955188751221, 'learning_rate': 4.46076794657763e-06, 'epoch': 3.09}
{'loss': 2.5764, 'grad_norm': 7.399547100067139, 'learning_rate': 4.393989983305509e-06, 'epoch': 3.12}
{'loss': 2.7082, 'grad_norm': 7.283658027648926, 'learning_rate': 4.32721202003339e-06, 'epoch': 3.15}
{'loss': 2.7146, 'grad_norm': 7.049429416656494, 'learning_rate': 4.260434056761269e-06, 'epoch': 3.18}
{'loss': 2.6382, 'grad_norm': 7.418883323669434, 'learning_rate': 4.193656093489149e-06, 'epoch': 3.2}
{'loss': 2.6283, 'grad_norm': 8.702911376953125, 'learning_rate': 4.126878130217029e-06, 'epoch': 3.23}
{'loss': 2.7593, 'grad_norm': 6.574031352996826, 'learning_rate': 4.060100166944909e-06, 'epoch': 3.26}
{'loss': 2.6072, 'grad_norm': 7.497884750366211, 'learning_rate': 3.993322203672788e-06, 'epoch': 3.29}
{'loss': 2.7222, 'grad_norm': 8.916529655456543, 'learning_rate': 3.926544240400669e-06, 'epoch': 3.32}
{'loss': 2.7034, 'grad_norm': 6.916927814483643, 'learning_rate': 3.859766277128548e-06, 'epoch': 3.35}
{'loss': 2.6751, 'grad_norm': 7.02275276184082, 'learning_rate': 3.7929883138564276e-06, 'epoch': 3.38}
{'loss': 2.5902, 'grad_norm': 7.5504255294799805, 'learning_rate': 3.726210350584307e-06, 'epoch': 3.4}
{'loss': 2.6926, 'grad_norm': 8.444340705871582, 'learning_rate': 3.6594323873121875e-06, 'epoch': 3.43}
{'loss': 2.6128, 'grad_norm': 7.032276153564453, 'learning_rate': 3.592654424040067e-06, 'epoch': 3.46}
{'loss': 2.6785, 'grad_norm': 7.612271308898926, 'learning_rate': 3.525876460767947e-06, 'epoch': 3.49}
{'loss': 2.6894, 'grad_norm': 7.846463203430176, 'learning_rate': 3.459098497495827e-06, 'epoch': 3.52}
{'loss': 2.6122, 'grad_norm': 7.6076788902282715, 'learning_rate': 3.3923205342237063e-06, 'epoch': 3.55}
{'loss': 2.7203, 'grad_norm': 7.094939231872559, 'learning_rate': 3.3255425709515867e-06, 'epoch': 3.58}
{'loss': 2.589, 'grad_norm': 8.7116117477417, 'learning_rate': 3.258764607679466e-06, 'epoch': 3.61}
{'loss': 2.6663, 'grad_norm': 8.069230079650879, 'learning_rate': 3.191986644407346e-06, 'epoch': 3.63}
{'loss': 2.6736, 'grad_norm': 7.689295291900635, 'learning_rate': 3.1252086811352256e-06, 'epoch': 3.66}
{'loss': 2.6776, 'grad_norm': 6.786288738250732, 'learning_rate': 3.0584307178631056e-06, 'epoch': 3.69}
{'loss': 2.7596, 'grad_norm': 8.909724235534668, 'learning_rate': 2.991652754590985e-06, 'epoch': 3.72}
{'loss': 2.6358, 'grad_norm': 8.327071189880371, 'learning_rate': 2.924874791318865e-06, 'epoch': 3.75}
{'loss': 2.7228, 'grad_norm': 7.069312572479248, 'learning_rate': 2.8580968280467445e-06, 'epoch': 3.78}
{'loss': 2.6711, 'grad_norm': 7.590883255004883, 'learning_rate': 2.791318864774625e-06, 'epoch': 3.81}
{'loss': 2.682, 'grad_norm': 7.482900619506836, 'learning_rate': 2.7245409015025044e-06, 'epoch': 3.83}
{'loss': 2.7111, 'grad_norm': 8.0358304977417, 'learning_rate': 2.6577629382303843e-06, 'epoch': 3.86}
{'loss': 2.6543, 'grad_norm': 7.2985405921936035, 'learning_rate': 2.590984974958264e-06, 'epoch': 3.89}
{'loss': 2.7182, 'grad_norm': 8.937928199768066, 'learning_rate': 2.5242070116861437e-06, 'epoch': 3.92}
{'loss': 2.5841, 'grad_norm': 6.751737117767334, 'learning_rate': 2.4574290484140237e-06, 'epoch': 3.95}
{'loss': 2.6884, 'grad_norm': 8.96389389038086, 'learning_rate': 2.3906510851419036e-06, 'epoch': 3.98}
{'loss': 2.6549, 'grad_norm': 7.023728847503662, 'learning_rate': 2.323873121869783e-06, 'epoch': 4.01}
{'loss': 2.6121, 'grad_norm': 6.334660053253174, 'learning_rate': 2.257095158597663e-06, 'epoch': 4.03}
{'loss': 2.638, 'grad_norm': 7.641514301300049, 'learning_rate': 2.190317195325543e-06, 'epoch': 4.06}
{'loss': 2.574, 'grad_norm': 10.156562805175781, 'learning_rate': 2.1235392320534225e-06, 'epoch': 4.09}
{'loss': 2.6108, 'grad_norm': 7.851008892059326, 'learning_rate': 2.0567612687813024e-06, 'epoch': 4.12}
{'loss': 2.6129, 'grad_norm': 7.146936893463135, 'learning_rate': 1.9899833055091823e-06, 'epoch': 4.15}
{'loss': 2.6439, 'grad_norm': 7.015678882598877, 'learning_rate': 1.923205342237062e-06, 'epoch': 4.18}
{'loss': 2.6338, 'grad_norm': 6.784417152404785, 'learning_rate': 1.8564273789649418e-06, 'epoch': 4.21}
{'loss': 2.615, 'grad_norm': 7.470547676086426, 'learning_rate': 1.7896494156928215e-06, 'epoch': 4.23}
{'loss': 2.6603, 'grad_norm': 6.844821453094482, 'learning_rate': 1.7228714524207014e-06, 'epoch': 4.26}
{'loss': 2.6637, 'grad_norm': 8.234220504760742, 'learning_rate': 1.6560934891485811e-06, 'epoch': 4.29}
{'loss': 2.6229, 'grad_norm': 8.185188293457031, 'learning_rate': 1.5893155258764608e-06, 'epoch': 4.32}
{'loss': 2.6899, 'grad_norm': 7.11342191696167, 'learning_rate': 1.5225375626043406e-06, 'epoch': 4.35}
{'loss': 2.6176, 'grad_norm': 7.594453811645508, 'learning_rate': 1.4557595993322205e-06, 'epoch': 4.38}
{'loss': 2.6126, 'grad_norm': 7.454128265380859, 'learning_rate': 1.3889816360601002e-06, 'epoch': 4.41}
{'loss': 2.6742, 'grad_norm': 8.218022346496582, 'learning_rate': 1.32220367278798e-06, 'epoch': 4.43}
{'loss': 2.6586, 'grad_norm': 8.437468528747559, 'learning_rate': 1.2554257095158599e-06, 'epoch': 4.46}
{'loss': 2.6153, 'grad_norm': 7.380590438842773, 'learning_rate': 1.1886477462437398e-06, 'epoch': 4.49}
{'loss': 2.6043, 'grad_norm': 7.018063545227051, 'learning_rate': 1.1218697829716195e-06, 'epoch': 4.52}
{'loss': 2.6554, 'grad_norm': 6.606707572937012, 'learning_rate': 1.0550918196994992e-06, 'epoch': 4.55}
{'loss': 2.6755, 'grad_norm': 7.6535539627075195, 'learning_rate': 9.883138564273792e-07, 'epoch': 4.58}
{'loss': 2.6058, 'grad_norm': 7.8408427238464355, 'learning_rate': 9.215358931552589e-07, 'epoch': 4.61}
{'loss': 2.6806, 'grad_norm': 6.249201774597168, 'learning_rate': 8.547579298831386e-07, 'epoch': 4.64}
{'loss': 2.6902, 'grad_norm': 7.327978134155273, 'learning_rate': 7.879799666110184e-07, 'epoch': 4.66}
{'loss': 2.6244, 'grad_norm': 6.590125560760498, 'learning_rate': 7.212020033388982e-07, 'epoch': 4.69}
{'loss': 2.6561, 'grad_norm': 7.955483436584473, 'learning_rate': 6.54424040066778e-07, 'epoch': 4.72}
{'loss': 2.6319, 'grad_norm': 7.383365154266357, 'learning_rate': 5.876460767946579e-07, 'epoch': 4.75}
{'loss': 2.6302, 'grad_norm': 7.066256999969482, 'learning_rate': 5.208681135225376e-07, 'epoch': 4.78}
{'loss': 2.5408, 'grad_norm': 6.778207302093506, 'learning_rate': 4.540901502504174e-07, 'epoch': 4.81}
{'loss': 2.612, 'grad_norm': 8.552186965942383, 'learning_rate': 3.873121869782972e-07, 'epoch': 4.84}
{'loss': 2.6769, 'grad_norm': 7.263998031616211, 'learning_rate': 3.2053422370617697e-07, 'epoch': 4.86}
{'loss': 2.7177, 'grad_norm': 7.244863986968994, 'learning_rate': 2.537562604340568e-07, 'epoch': 4.89}
{'loss': 2.6256, 'grad_norm': 7.362428665161133, 'learning_rate': 1.8697829716193657e-07, 'epoch': 4.92}
{'loss': 2.6083, 'grad_norm': 7.272683143615723, 'learning_rate': 1.2020033388981636e-07, 'epoch': 4.95}
{'loss': 2.6111, 'grad_norm': 8.21135139465332, 'learning_rate': 5.342237061769616e-08, 'epoch': 4.98}
{'train_runtime': 32986.9849, 'train_samples_per_second': 0.847, 'train_steps_per_second': 0.106, 'train_loss': 3.7511847161769185, 'epoch': 5.0}
{
  "samples": 1462,
  "cer": 0.9565752186574263,
  "exact_match": 0.0,
  "latency_ms": 476.7288616532059,
  "throughput_ips": 2.0950315069870458,
  "plate_cer": 0.8785331574490262,
  "plate_exact_match": 0.0,
  "province_cer": 1.0,
  "province_exact_match": 0.0
}

=== Experiment: exp2_v1_aug ===
V1 (.pth) with heavy augmentation + full fine-tuning + province prediction

==> Running: /home/tsomboo/ALPR/plate_recognizer/.venv_linux/bin/python /home/tsomboo/ALPR/plate_recognizer/train/train_trocr.py --csv data/8000/8000.csv --num-train-epochs 5 --per-device-train-batch-size 8 --per-device-eval-batch-size 16 --learning-rate 1e-05 --data-root data/8000 --num-workers 8 --eval-only-at-end --eval-batch-size-reduction 2 --output-dir /home/tsomboo/ALPR/plate_recognizer/outputs/grid/exp2_v1_aug --model-id openthaigpt/thai-trocr --model-path models/weights/charactor_reader.pth --augment heavy --fp16 --predict-province --province-format code

==> Running: /home/tsomboo/ALPR/plate_recognizer/.venv_linux/bin/python /home/tsomboo/ALPR/plate_recognizer/train/eval_trocr.py --csv data/8000/8000.csv --data-root data/8000 --num-beams 5 --batch-size 16 --model-path /home/tsomboo/ALPR/plate_recognizer/outputs/grid/exp2_v1_aug --model-id openthaigpt/thai-trocr --split test --predict-province --province-format code --save-results /home/tsomboo/ALPR/plate_recognizer/outputs/grid/exp2_v1_aug/eval_test.json

All requested experiments processed.
=== EXP2 V1 AUG completed at Tue Oct  7 02:16:49 PM +07 2025 ===
